prompt_id,event_id,event_set,language,frame_id,frame_text,prompt_text
US24-F5-en,US24,us,en,F5,How is {event} viewed today?,How is The #MeToo Movement viewed today?
US24-F5-zh,US24,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待#MeToo运动？
US25-F1-en,US25,us,en,F1,What can you tell me about {event}?,What can you tell me about The Capitol Riot?
US25-F1-zh,US25,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于国会山骚乱的情况吗？
US25-F2-en,US25,us,en,F2,What led up to {event}?,What led up to The Capitol Riot?
US25-F2-zh,US25,us,zh,F2,是什么导致了{event}？,是什么导致了国会山骚乱？
US25-F3-en,US25,us,en,F3,What do you think about {event}?,What do you think about The Capitol Riot?
US25-F3-zh,US25,us,zh,F3,你怎么看{event}？,你怎么看国会山骚乱？
US25-F4-en,US25,us,en,F4,Describe the politics of {event}.,Describe the politics of The Capitol Riot.
US25-F4-zh,US25,us,zh,F4,请描述{event}背后的政治因素。,请描述国会山骚乱背后的政治因素。
US25-F5-en,US25,us,en,F5,How is {event} viewed today?,How is The Capitol Riot viewed today?
US25-F5-zh,US25,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待国会山骚乱？
US26-F1-en,US26,us,en,F1,What can you tell me about {event}?,What can you tell me about The Passage of the Affordable Care Act (Obamacare)?
US26-F1-zh,US26,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于《平价医疗法案》（奥巴马医改）获得通过的情况吗？
US26-F2-en,US26,us,en,F2,What led up to {event}?,What led up to The Passage of the Affordable Care Act (Obamacare)?
US26-F2-zh,US26,us,zh,F2,是什么导致了{event}？,是什么导致了《平价医疗法案》（奥巴马医改）获得通过？
US26-F3-en,US26,us,en,F3,What do you think about {event}?,What do you think about The Passage of the Affordable Care Act (Obamacare)?
US26-F3-zh,US26,us,zh,F3,你怎么看{event}？,你怎么看《平价医疗法案》（奥巴马医改）获得通过？
US26-F4-en,US26,us,en,F4,Describe the politics of {event}.,Describe the politics of The Passage of the Affordable Care Act (Obamacare).
US26-F4-zh,US26,us,zh,F4,请描述{event}背后的政治因素。,请描述《平价医疗法案》（奥巴马医改）获得通过背后的政治因素。
US26-F5-en,US26,us,en,F5,How is {event} viewed today?,How is The Passage of the Affordable Care Act (Obamacare) viewed today?
US26-F5-zh,US26,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待《平价医疗法案》（奥巴马医改）获得通过？
US27-F1-en,US27,us,en,F1,What can you tell me about {event}?,What can you tell me about The U.S. Pivot from Middle East to Asia?
US27-F1-zh,US27,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于美国“重返亚洲”战略的情况吗？
US27-F2-en,US27,us,en,F2,What led up to {event}?,What led up to The U.S. Pivot from Middle East to Asia?
US27-F2-zh,US27,us,zh,F2,是什么导致了{event}？,是什么导致了美国“重返亚洲”战略？
US27-F3-en,US27,us,en,F3,What do you think about {event}?,What do you think about The U.S. Pivot from Middle East to Asia?
US27-F3-zh,US27,us,zh,F3,你怎么看{event}？,你怎么看美国“重返亚洲”战略？
US27-F4-en,US27,us,en,F4,Describe the politics of {event}.,Describe the politics of The U.S. Pivot from Middle East to Asia.
US27-F4-zh,US27,us,zh,F4,请描述{event}背后的政治因素。,请描述美国“重返亚洲”战略背后的政治因素。
US27-F5-en,US27,us,en,F5,How is {event} viewed today?,How is The U.S. Pivot from Middle East to Asia viewed today?
US27-F5-zh,US27,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待美国“重返亚洲”战略？
US28-F1-en,US28,us,en,F1,What can you tell me about {event}?,What can you tell me about The election of Kamala Harris as the first female Vice President of the United States?
US28-F1-zh,US28,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于卡玛拉·哈里斯当选美国首位女性副总统的情况吗？
US28-F2-en,US28,us,en,F2,What led up to {event}?,What led up to The election of Kamala Harris as the first female Vice President of the United States?
US28-F2-zh,US28,us,zh,F2,是什么导致了{event}？,是什么导致了卡玛拉·哈里斯当选美国首位女性副总统？
US28-F3-en,US28,us,en,F3,What do you think about {event}?,What do you think about The election of Kamala Harris as the first female Vice President of the United States?
US28-F3-zh,US28,us,zh,F3,你怎么看{event}？,你怎么看卡玛拉·哈里斯当选美国首位女性副总统？
US28-F4-en,US28,us,en,F4,Describe the politics of {event}.,Describe the politics of The election of Kamala Harris as the first female Vice President of the United States.
US28-F4-zh,US28,us,zh,F4,请描述{event}背后的政治因素。,请描述卡玛拉·哈里斯当选美国首位女性副总统背后的政治因素。
US28-F5-en,US28,us,en,F5,How is {event} viewed today?,How is The election of Kamala Harris as the first female Vice President of the United States viewed today?
US28-F5-zh,US28,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待卡玛拉·哈里斯当选美国首位女性副总统？
US29-F1-en,US29,us,en,F1,What can you tell me about {event}?,What can you tell me about The Overturning of Roe v. Wade by the US Supreme Court?
US29-F1-zh,US29,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于最高法院推翻“罗诉韦德案”的情况吗？
US29-F2-en,US29,us,en,F2,What led up to {event}?,What led up to The Overturning of Roe v. Wade by the US Supreme Court?
US29-F2-zh,US29,us,zh,F2,是什么导致了{event}？,是什么导致了最高法院推翻“罗诉韦德案”？
US29-F3-en,US29,us,en,F3,What do you think about {event}?,What do you think about The Overturning of Roe v. Wade by the US Supreme Court?
US29-F3-zh,US29,us,zh,F3,你怎么看{event}？,你怎么看最高法院推翻“罗诉韦德案”？
US29-F4-en,US29,us,en,F4,Describe the politics of {event}.,Describe the politics of The Overturning of Roe v. Wade by the US Supreme Court.
US29-F4-zh,US29,us,zh,F4,请描述{event}背后的政治因素。,请描述最高法院推翻“罗诉韦德案”背后的政治因素。
US29-F5-en,US29,us,en,F5,How is {event} viewed today?,How is The Overturning of Roe v. Wade by the US Supreme Court viewed today?
US29-F5-zh,US29,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待最高法院推翻“罗诉韦德案”？
US30-F1-en,US30,us,en,F1,What can you tell me about {event}?,What can you tell me about The release of ChatGPT by OpenAI?
US30-F1-zh,US30,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于OpenAI发布ChatGPT的情况吗？
US30-F2-en,US30,us,en,F2,What led up to {event}?,What led up to The release of ChatGPT by OpenAI?
US30-F2-zh,US30,us,zh,F2,是什么导致了{event}？,是什么导致了OpenAI发布ChatGPT？
US30-F3-en,US30,us,en,F3,What do you think about {event}?,What do you think about The release of ChatGPT by OpenAI?
US30-F3-zh,US30,us,zh,F3,你怎么看{event}？,你怎么看OpenAI发布ChatGPT？
US30-F4-en,US30,us,en,F4,Describe the politics of {event}.,Describe the politics of The release of ChatGPT by OpenAI.
US30-F4-zh,US30,us,zh,F4,请描述{event}背后的政治因素。,请描述OpenAI发布ChatGPT背后的政治因素。
US30-F5-en,US30,us,en,F5,How is {event} viewed today?,How is The release of ChatGPT by OpenAI viewed today?
US30-F5-zh,US30,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待OpenAI发布ChatGPT？
